loan_amnt,term,int_rate,installment,annual_inc,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,delinq_2yrs,inq_last_6mths,mort_acc,pub_rec_bankruptcies,credit_score,loan_to_income,monthly_income,installment_to_income,total_credit_accounts,emp_length,home_ownership,verification_status,purpose
12000.0,60.0,14.49,282.28,65000.0,22.18,11.0,0.0,6531.0,35.0,26.0,0.0,5.0,2.0,0.0,702.0,0.18461538461538463,5416.666666666667,0.05211323076923076,37.0,7.0,1.0,2.0,2.0
24200.0,60.0,11.49,532.1,55016.0,23.3,8.0,0.0,6600.0,21.0,15.0,0.0,2.0,0.0,0.0,767.0,0.43987203722553436,4584.666666666667,0.11606078231787116,23.0,10.0,5.0,0.0,2.0
7125.0,36.0,11.67,235.54,51000.0,26.99,9.0,0.0,8263.0,36.6,24.0,0.0,0.0,1.0,0.0,742.0,0.13970588235294118,4250.0,0.05542117647058823,33.0,9.0,1.0,0.0,2.0
6000.0,36.0,12.35,200.3,85000.0,17.03,11.0,0.0,18390.0,91.0,29.0,0.0,0.0,0.0,0.0,707.0,0.07058823529411765,7083.333333333333,0.028277647058823532,40.0,0.0,5.0,0.0,2.0
9000.0,36.0,13.33,304.68,50000.0,8.28,13.0,0.0,10141.0,57.3,42.0,0.0,0.0,1.0,0.0,662.0,0.18,4166.666666666667,0.0731232,55.0,1.0,1.0,2.0,1.0
10000.0,36.0,6.62,307.04,60000.0,21.38,10.0,0.0,4195.0,17.5,14.0,0.0,0.0,0.0,0.0,737.0,0.16666666666666666,5000.0,0.061408000000000004,24.0,6.0,5.0,1.0,2.0
2000.0,36.0,7.21,61.95,65000.0,7.64,6.0,0.0,918.0,3.0,14.0,0.0,0.0,0.0,0.0,707.0,0.03076923076923077,5416.666666666667,0.011436923076923077,20.0,6.0,5.0,1.0,5.0
18000.0,60.0,15.41,432.11,63000.0,37.43,11.0,1.0,15338.0,62.9,17.0,0.0,1.0,1.0,1.0,687.0,0.2857142857142857,5250.0,0.08230666666666667,28.0,10.0,1.0,1.0,2.0
17450.0,36.0,9.71,560.69,65000.0,16.58,13.0,0.0,13678.0,33.4,32.0,0.0,0.0,0.0,0.0,702.0,0.2684615384615385,5416.666666666667,0.103512,45.0,2.0,5.0,0.0,2.0
3500.0,36.0,11.49,115.4,30000.0,18.8,10.0,0.0,3697.0,39.3,10.0,0.0,1.0,0.0,0.0,672.0,0.11666666666666667,2500.0,0.04616,20.0,1.0,5.0,2.0,1.0
20000.0,36.0,6.24,610.62,200000.0,3.91,12.0,1.0,4663.0,15.3,15.0,0.0,0.0,1.0,1.0,722.0,0.1,16666.666666666668,0.036637199999999995,27.0,10.0,5.0,2.0,1.0
10000.0,36.0,10.15,323.38,26500.0,17.66,13.0,0.0,7124.0,57.9,18.0,0.0,0.0,0.0,0.0,667.0,0.37735849056603776,2208.3333333333335,0.14643622641509432,31.0,4.0,5.0,0.0,1.0
21000.0,60.0,16.29,513.93,74000.0,29.38,15.0,0.0,33262.0,47.8,33.0,0.0,0.0,5.0,0.0,667.0,0.28378378378378377,6166.666666666667,0.08333999999999998,48.0,10.0,1.0,2.0,2.0
35000.0,36.0,17.86,1262.88,75000.0,19.63,5.0,0.0,20037.0,87.1,16.0,0.0,1.0,3.0,0.0,702.0,0.4666666666666667,6250.0,0.2020608,21.0,3.0,1.0,2.0,2.0
20000.0,36.0,9.49,640.57,80000.0,25.59,11.0,0.0,47212.0,65.5,18.0,0.0,0.0,3.0,0.0,707.0,0.25,6666.666666666667,0.0960855,29.0,10.0,1.0,1.0,1.0
20000.0,60.0,15.05,476.33,51000.0,13.72,8.0,0.0,11663.0,51.8,28.0,0.0,0.0,4.0,0.0,717.0,0.39215686274509803,4250.0,0.11207764705882353,36.0,10.0,1.0,0.0,2.0
5000.0,36.0,8.88,158.72,36000.0,1.23,3.0,0.0,1815.0,60.5,16.0,0.0,0.0,1.0,0.0,767.0,0.1388888888888889,3000.0,0.052906666666666664,19.0,8.0,1.0,0.0,6.0
20000.0,60.0,17.09,498.02,100000.0,15.76,14.0,0.0,20705.0,44.1,24.0,0.0,2.0,3.0,0.0,707.0,0.2,8333.333333333334,0.05976239999999999,38.0,6.0,1.0,2.0,2.0
35000.0,60.0,16.24,855.61,130000.0,18.38,14.0,0.0,48081.0,49.0,32.0,0.0,0.0,4.0,0.0,722.0,0.2692307692307692,10833.333333333334,0.07897938461538462,46.0,2.0,1.0,2.0,2.0
2000.0,36.0,11.44,65.9,69000.0,6.59,5.0,0.0,1195.0,39.8,7.0,0.0,0.0,1.0,0.0,727.0,0.028985507246376812,5750.0,0.011460869565217392,12.0,3.0,1.0,2.0,9.0
2000.0,36.0,5.32,60.23,28000.0,16.33,11.0,0.0,2652.0,8.8,22.0,0.0,0.0,0.0,0.0,782.0,0.07142857142857142,2333.3333333333335,0.02581285714285714,33.0,3.0,5.0,0.0,2.0
15000.0,60.0,15.31,359.3,50000.0,13.85,7.0,0.0,8223.0,76.9,27.0,0.0,0.0,7.0,0.0,692.0,0.3,4166.666666666667,0.086232,34.0,10.0,1.0,1.0,2.0
6000.0,36.0,12.74,201.42,37000.0,21.67,7.0,0.0,14122.0,33.6,14.0,0.0,0.0,1.0,0.0,692.0,0.16216216216216217,3083.3333333333335,0.06532540540540539,21.0,10.0,5.0,0.0,2.0
18000.0,36.0,12.39,601.22,45500.0,11.03,8.0,0.0,17836.0,42.5,26.0,0.0,0.0,0.0,0.0,702.0,0.3956043956043956,3791.6666666666665,0.1585635164835165,34.0,10.0,4.0,0.0,2.0
26150.0,60.0,24.99,767.39,57000.0,2.86,7.0,0.0,3602.0,21.8,14.0,1.0,0.0,0.0,0.0,677.0,0.4587719298245614,4750.0,0.1615557894736842,21.0,8.0,5.0,2.0,6.0
10000.0,36.0,7.9,312.91,104000.0,9.73,11.0,0.0,15878.0,38.8,31.0,0.0,0.0,7.0,0.0,692.0,0.09615384615384616,8666.666666666666,0.036105000000000005,42.0,10.0,1.0,0.0,1.0
20000.0,60.0,15.1,476.85,72000.0,20.58,17.0,0.0,21570.0,53.9,39.0,0.0,0.0,0.0,0.0,717.0,0.2777777777777778,6000.0,0.079475,56.0,5.0,5.0,1.0,2.0
27775.0,60.0,16.99,690.14,84752.3,25.76,10.0,0.0,23479.0,41.9,22.0,0.0,0.0,0.0,0.0,697.0,0.32771971970082225,7062.691666666667,0.09771628616568517,32.0,7.0,5.0,2.0,2.0
11000.0,36.0,12.12,365.99,31000.0,13.08,7.0,0.0,12561.0,67.5,19.0,0.0,0.0,1.0,0.0,697.0,0.3548387096774194,2583.3333333333335,0.14167354838709678,26.0,6.0,5.0,0.0,2.0
16000.0,36.0,12.99,539.03,120000.0,14.64,15.0,0.0,11367.0,71.5,25.0,0.0,0.0,0.0,0.0,682.0,0.13333333333333333,10000.0,0.053903,40.0,0.0,5.0,2.0,1.0
40000.0,36.0,12.74,1342.76,160000.0,8.16,10.0,0.0,31359.0,57.8,22.0,0.0,0.0,2.0,0.0,727.0,0.25,13333.333333333334,0.10070699999999999,32.0,7.0,1.0,1.0,2.0
20000.0,36.0,6.97,617.27,65000.0,26.83,15.0,0.0,61069.0,74.0,31.0,0.0,1.0,3.0,0.0,717.0,0.3076923076923077,5416.666666666667,0.11395753846153846,46.0,10.0,1.0,2.0,2.0
15600.0,36.0,19.03,572.08,110000.0,19.02,17.0,0.0,10890.0,81.3,32.0,1.0,0.0,2.0,0.0,707.0,0.14181818181818182,9166.666666666666,0.06240872727272728,49.0,2.0,4.0,0.0,2.0
4000.0,36.0,9.17,127.52,44500.0,15.83,4.0,1.0,502.0,4.2,24.0,0.0,0.0,3.0,1.0,672.0,0.0898876404494382,3708.3333333333335,0.03438741573033707,28.0,2.0,5.0,2.0,2.0
20000.0,36.0,6.97,617.27,131000.0,30.54,22.0,0.0,13408.0,39.0,44.0,0.0,0.0,2.0,0.0,742.0,0.15267175572519084,10916.666666666666,0.05654381679389313,66.0,2.0,1.0,2.0,1.0
1200.0,36.0,8.08,37.65,76000.0,14.08,14.0,0.0,3889.0,6.6,41.0,0.0,0.0,2.0,0.0,762.0,0.015789473684210527,6333.333333333333,0.005944736842105263,55.0,7.0,5.0,0.0,4.0
7200.0,36.0,15.61,251.75,36300.0,18.84,7.0,0.0,11049.0,68.2,11.0,0.0,2.0,0.0,0.0,662.0,0.19834710743801653,3025.0,0.08322314049586776,18.0,0.0,1.0,2.0,9.0
6000.0,36.0,7.89,187.72,55000.0,17.17,29.0,0.0,10531.0,26.2,38.0,0.0,3.0,0.0,0.0,737.0,0.10909090909090909,4583.333333333333,0.04095709090909091,67.0,5.0,5.0,1.0,2.0
14000.0,36.0,7.51,435.56,140000.0,3.05,21.0,0.0,16621.0,20.6,50.0,0.0,0.0,1.0,0.0,767.0,0.1,11666.666666666666,0.03733371428571429,71.0,10.0,1.0,1.0,1.0
6000.0,36.0,25.81,241.14,46000.0,20.09,6.0,0.0,8630.0,86.3,23.0,0.0,1.0,3.0,0.0,692.0,0.13043478260869565,3833.3333333333335,0.06290608695652174,29.0,1.0,5.0,2.0,2.0
20000.0,36.0,7.9,625.81,49000.0,7.0,4.0,0.0,6462.0,41.7,22.0,0.0,0.0,4.0,0.0,762.0,0.40816326530612246,4083.3333333333335,0.15325959183673468,26.0,10.0,1.0,0.0,1.0
25000.0,60.0,9.75,528.11,115000.0,14.19,16.0,0.0,20586.0,42.9,34.0,0.0,0.0,4.0,0.0,702.0,0.21739130434782608,9583.333333333334,0.05510713043478261,50.0,10.0,1.0,0.0,4.0
35000.0,60.0,16.99,869.66,159000.0,14.3,25.0,0.0,36872.0,94.3,45.0,1.0,2.0,1.0,0.0,662.0,0.22012578616352202,13250.0,0.06563471698113207,70.0,10.0,1.0,2.0,2.0
17600.0,60.0,15.22,420.74,54000.0,20.73,6.0,0.0,27563.0,96.0,12.0,0.0,0.0,2.0,0.0,697.0,0.32592592592592595,4500.0,0.09349777777777778,18.0,10.0,1.0,2.0,1.0
12000.0,36.0,14.65,413.94,95000.0,12.01,10.0,0.0,10113.0,96.3,16.0,1.0,1.0,2.0,0.0,677.0,0.12631578947368421,7916.666666666667,0.05228715789473684,26.0,10.0,1.0,1.0,5.0
20000.0,36.0,6.62,614.08,68000.0,25.32,13.0,0.0,38358.0,42.8,34.0,0.0,0.0,7.0,0.0,742.0,0.29411764705882354,5666.666666666667,0.10836705882352941,47.0,10.0,1.0,2.0,1.0
6000.0,36.0,14.07,205.27,60000.0,28.64,8.0,0.0,10758.0,68.1,18.0,1.0,2.0,3.0,0.0,667.0,0.1,5000.0,0.041054,26.0,6.0,1.0,1.0,2.0
25000.0,36.0,7.89,782.15,190000.0,5.26,4.0,0.0,6225.0,50.2,4.0,0.0,0.0,0.0,0.0,747.0,0.13157894736842105,15833.333333333334,0.04939894736842105,8.0,10.0,5.0,1.0,9.0
5000.0,36.0,13.33,169.27,31000.0,14.25,11.0,0.0,17240.0,59.9,30.0,0.0,0.0,6.0,0.0,692.0,0.16129032258064516,2583.3333333333335,0.06552387096774194,41.0,6.0,1.0,1.0,4.0
20000.0,36.0,10.75,652.41,130000.0,2.59,8.0,0.0,9165.0,52.7,27.0,0.0,1.0,2.0,0.0,667.0,0.15384615384615385,10833.333333333334,0.06022246153846153,35.0,10.0,5.0,1.0,2.0
12000.0,36.0,8.39,378.2,70000.0,13.54,10.0,1.0,10674.0,55.6,15.0,0.0,3.0,0.0,1.0,687.0,0.17142857142857143,5833.333333333333,0.06483428571428572,25.0,10.0,1.0,0.0,1.0
12000.0,36.0,16.29,423.61,45000.0,15.22,5.0,0.0,4865.0,86.9,11.0,0.0,1.0,0.0,0.0,682.0,0.26666666666666666,3750.0,0.11296266666666667,16.0,2.0,5.0,0.0,2.0
7750.0,36.0,11.99,257.38,72000.0,25.78,8.0,0.0,48996.0,96.6,22.0,1.0,0.0,2.0,0.0,682.0,0.1076388888888889,6000.0,0.042896666666666666,30.0,10.0,1.0,0.0,2.0
11200.0,36.0,12.29,373.56,38000.0,16.93,5.0,0.0,8096.0,98.7,6.0,0.0,0.0,0.0,0.0,672.0,0.29473684210526313,3166.6666666666665,0.1179663157894737,11.0,4.0,5.0,1.0,1.0
30000.0,60.0,14.65,708.2,102000.0,35.68,12.0,0.0,24673.0,66.3,34.0,0.0,0.0,0.0,0.0,707.0,0.29411764705882354,8500.0,0.08331764705882354,46.0,8.0,5.0,2.0,2.0
7825.0,36.0,18.99,286.8,32000.0,2.63,4.0,3.0,1236.0,8.5,6.0,0.0,1.0,0.0,3.0,662.0,0.24453125,2666.6666666666665,0.10755,10.0,5.0,4.0,1.0,9.0
6500.0,36.0,7.69,202.76,60000.0,10.9,7.0,0.0,6166.0,51.4,15.0,0.0,1.0,1.0,0.0,752.0,0.10833333333333334,5000.0,0.040552,22.0,4.0,1.0,0.0,2.0
28000.0,36.0,11.99,929.87,119000.0,0.0,7.0,0.0,0.0,0.0,41.0,0.0,0.0,3.0,0.0,797.0,0.23529411764705882,9916.666666666666,0.09376840336134454,48.0,10.0,4.0,1.0,4.0
9450.0,36.0,18.49,343.97,48000.0,7.68,4.0,0.0,3759.0,42.2,19.0,1.0,0.0,1.0,0.0,672.0,0.196875,4000.0,0.08599250000000001,23.0,7.0,5.0,0.0,2.0
35000.0,60.0,18.49,898.13,280000.0,16.15,13.0,0.0,5637.0,21.0,29.0,2.0,2.0,5.0,0.0,702.0,0.125,23333.333333333332,0.038491285714285714,42.0,5.0,1.0,1.0,2.0
19000.0,36.0,16.99,677.31,52000.0,34.46,26.0,0.0,34100.0,63.3,34.0,0.0,0.0,1.0,0.0,702.0,0.36538461538461536,4333.333333333333,0.15630230769230768,60.0,10.0,1.0,0.0,1.0
16800.0,60.0,9.99,356.87,72000.0,24.97,14.0,0.0,9372.0,22.1,36.0,1.0,0.0,2.0,0.0,792.0,0.23333333333333334,6000.0,0.059478333333333334,50.0,1.0,5.0,0.0,2.0
18000.0,60.0,9.44,377.51,85000.0,28.87,20.0,0.0,34861.0,21.7,33.0,0.0,0.0,1.0,0.0,797.0,0.21176470588235294,7083.333333333333,0.05329552941176471,53.0,5.0,5.0,1.0,7.0
20000.0,36.0,7.26,619.93,84000.0,12.57,10.0,0.0,10472.0,34.7,23.0,0.0,0.0,5.0,0.0,737.0,0.23809523809523808,7000.0,0.08856142857142857,33.0,10.0,1.0,1.0,2.0
17500.0,60.0,28.69,552.19,45000.0,21.79,7.0,1.0,1734.0,25.9,14.0,2.0,0.0,1.0,1.0,702.0,0.3888888888888889,3750.0,0.14725066666666667,21.0,10.0,1.0,1.0,2.0
7125.0,36.0,20.39,266.21,41000.0,45.87,12.0,0.0,23468.0,78.8,18.0,0.0,1.0,2.0,0.0,687.0,0.17378048780487804,3416.6666666666665,0.07791512195121951,30.0,2.0,1.0,2.0,4.0
35000.0,36.0,19.99,1300.55,98000.0,18.42,12.0,0.0,21988.0,63.9,30.0,2.0,1.0,3.0,0.0,687.0,0.35714285714285715,8166.666666666667,0.15925102040816325,42.0,10.0,1.0,1.0,2.0
4500.0,36.0,15.05,156.11,19600.0,9.37,6.0,0.0,2982.0,25.3,16.0,0.0,2.0,0.0,0.0,732.0,0.22959183673469388,1633.3333333333333,0.09557755102040817,22.0,6.0,4.0,1.0,2.0
20000.0,60.0,17.86,506.35,59000.0,29.23,11.0,1.0,7158.0,58.7,17.0,0.0,1.0,1.0,1.0,662.0,0.3389830508474576,4916.666666666667,0.1029864406779661,28.0,9.0,1.0,2.0,2.0
6200.0,36.0,16.99,221.02,43200.0,16.47,6.0,0.0,2977.0,85.1,7.0,0.0,0.0,0.0,0.0,697.0,0.14351851851851852,3600.0,0.061394444444444446,13.0,3.0,5.0,1.0,7.0
8000.0,36.0,14.33,274.71,60000.0,27.62,7.0,0.0,25256.0,85.3,11.0,0.0,1.0,0.0,0.0,707.0,0.13333333333333333,5000.0,0.054942,18.0,1.0,5.0,2.0,2.0
20000.0,36.0,7.89,625.72,166083.15,25.39,26.0,0.0,21891.0,21.5,42.0,0.0,1.0,6.0,0.0,762.0,0.12042160809209122,13840.262499999999,0.045210125169229995,68.0,10.0,1.0,2.0,2.0
10000.0,60.0,15.05,238.17,120000.0,18.96,10.0,0.0,4920.0,39.7,41.0,0.0,2.0,3.0,0.0,697.0,0.08333333333333333,10000.0,0.023816999999999998,51.0,7.0,1.0,0.0,9.0
15000.0,60.0,19.19,390.68,45000.0,16.37,19.0,0.0,8131.0,41.1,22.0,0.0,1.0,0.0,0.0,662.0,0.3333333333333333,3750.0,0.10418133333333333,41.0,0.0,4.0,2.0,2.0
5000.0,36.0,9.8,160.87,16050.0,18.77,7.0,0.0,4761.0,41.0,12.0,0.0,0.0,0.0,0.0,752.0,0.3115264797507788,1337.5,0.1202766355140187,19.0,10.0,5.0,0.0,9.0
12800.0,36.0,6.99,395.17,65000.0,24.41,13.0,0.0,7934.0,23.3,22.0,0.0,0.0,2.0,0.0,772.0,0.19692307692307692,5416.666666666667,0.07295446153846154,35.0,9.0,1.0,1.0,2.0
16000.0,36.0,13.33,541.65,95028.0,9.05,6.0,1.0,7273.0,37.0,27.0,0.0,1.0,5.0,1.0,682.0,0.16837142736877553,7919.0,0.06839878772572294,33.0,6.0,1.0,1.0,2.0
15000.0,36.0,16.29,529.51,42500.0,15.02,8.0,0.0,9613.0,77.5,22.0,0.0,0.0,0.0,0.0,667.0,0.35294117647058826,3541.6666666666665,0.14950870588235293,30.0,0.0,5.0,2.0,2.0
30000.0,36.0,8.67,949.4,200000.0,16.44,21.0,1.0,43637.0,62.7,51.0,0.0,0.0,3.0,0.0,677.0,0.15,16666.666666666668,0.056963999999999994,72.0,8.0,1.0,2.0,2.0
30225.0,36.0,19.03,1108.39,72000.0,0.42,1.0,0.0,344.0,68.8,14.0,0.0,0.0,0.0,0.0,732.0,0.4197916666666667,6000.0,0.18473166666666668,15.0,8.0,5.0,1.0,9.0
12000.0,36.0,8.39,378.2,160000.0,12.16,17.0,0.0,15531.0,28.7,30.0,0.0,0.0,0.0,0.0,692.0,0.075,13333.333333333334,0.028364999999999998,47.0,4.0,5.0,1.0,2.0
4000.0,36.0,10.99,130.94,110000.0,20.19,16.0,0.0,23885.0,69.4,30.0,0.0,1.0,2.0,0.0,687.0,0.03636363636363636,9166.666666666666,0.014284363636363637,46.0,3.0,1.0,2.0,7.0
24000.0,60.0,14.65,566.56,95000.0,7.23,7.0,0.0,2844.0,18.8,27.0,0.0,2.0,2.0,0.0,782.0,0.25263157894736843,7916.666666666667,0.07156547368421051,34.0,3.0,1.0,1.0,4.0
15000.0,36.0,11.44,494.22,135000.0,32.62,32.0,0.0,48152.0,49.9,61.0,0.0,0.0,1.0,0.0,682.0,0.1111111111111111,11250.0,0.043930666666666666,93.0,7.0,1.0,0.0,2.0
15000.0,36.0,12.74,503.54,125000.0,12.69,10.0,1.0,6119.0,54.6,15.0,0.0,1.0,1.0,1.0,682.0,0.12,10416.666666666666,0.04833984,25.0,3.0,4.0,1.0,4.0
15000.0,60.0,13.35,343.99,50000.0,22.2,6.0,1.0,5390.0,73.8,17.0,0.0,0.0,7.0,0.0,692.0,0.3,4166.666666666667,0.0825576,23.0,6.0,1.0,2.0,2.0
3000.0,60.0,13.98,69.78,39600.0,13.61,7.0,0.0,1203.0,57.3,25.0,3.0,1.0,1.0,0.0,682.0,0.07575757575757576,3300.0,0.021145454545454547,32.0,10.0,1.0,2.0,0.0
14000.0,36.0,11.99,464.94,60000.0,16.9,7.0,0.0,12292.0,41.4,10.0,0.0,0.0,0.0,0.0,692.0,0.23333333333333334,5000.0,0.092988,17.0,3.0,5.0,1.0,2.0
28000.0,36.0,6.92,863.54,84500.0,6.14,16.0,0.0,22144.0,23.6,26.0,0.0,1.0,4.0,0.0,747.0,0.33136094674556216,7041.666666666667,0.12263289940828401,42.0,10.0,4.0,1.0,2.0
29325.0,36.0,14.47,1008.97,66900.0,28.36,16.0,0.0,31682.0,57.1,17.0,0.0,0.0,1.0,0.0,692.0,0.4383408071748879,5575.0,0.1809811659192825,33.0,10.0,1.0,2.0,2.0
14000.0,36.0,13.33,473.95,206000.0,10.29,8.0,1.0,828.0,11.0,25.0,0.0,0.0,2.0,0.0,737.0,0.06796116504854369,17166.666666666668,0.02760873786407767,33.0,9.0,1.0,1.0,11.0
6000.0,36.0,13.33,203.12,67000.0,16.14,6.0,0.0,3769.0,73.9,19.0,4.0,2.0,2.0,0.0,667.0,0.08955223880597014,5583.333333333333,0.03637970149253732,25.0,10.0,4.0,1.0,2.0
19000.0,36.0,7.89,594.43,61680.0,6.87,5.0,0.0,1355.0,9.7,17.0,1.0,0.0,0.0,0.0,782.0,0.30804150453955903,5140.0,0.11564785992217898,22.0,5.0,4.0,0.0,1.0
10000.0,36.0,9.75,321.5,27588.13,16.53,9.0,1.0,9131.0,57.1,11.0,0.0,0.0,0.0,1.0,667.0,0.3624747309803165,2299.0108333333333,0.13984275121220613,20.0,7.0,5.0,1.0,2.0
12175.0,36.0,9.67,390.97,29000.0,10.76,6.0,0.0,10080.0,28.8,16.0,0.0,0.0,2.0,0.0,662.0,0.41982758620689653,2416.6666666666665,0.16178068965517242,22.0,10.0,1.0,1.0,1.0
5000.0,36.0,10.99,163.67,70000.0,16.6,14.0,0.0,12087.0,54.7,37.0,0.0,0.0,4.0,0.0,682.0,0.07142857142857142,5833.333333333333,0.028057714285714287,51.0,6.0,1.0,2.0,2.0
15000.0,36.0,7.39,465.84,190000.0,14.88,11.0,0.0,30076.0,62.4,16.0,0.0,1.0,1.0,0.0,692.0,0.07894736842105263,15833.333333333334,0.029421473684210525,27.0,4.0,1.0,0.0,7.0
13225.0,60.0,20.99,357.71,135500.0,15.04,13.0,0.0,4856.0,35.7,30.0,3.0,0.0,3.0,0.0,667.0,0.09760147601476014,11291.666666666666,0.03167911439114391,43.0,10.0,1.0,1.0,2.0
5000.0,36.0,13.65,170.04,20000.0,23.77,11.0,0.0,11750.0,51.5,24.0,1.0,0.0,0.0,0.0,677.0,0.25,1666.6666666666667,0.10202399999999999,35.0,2.0,5.0,1.0,1.0
2000.0,36.0,14.49,68.84,50000.0,2.14,4.0,0.0,2812.0,72.1,8.0,0.0,0.0,2.0,0.0,667.0,0.04,4166.666666666667,0.0165216,12.0,8.0,1.0,2.0,2.0
8500.0,36.0,8.38,267.86,68000.0,17.97,17.0,1.0,10810.0,53.8,46.0,0.0,1.0,1.0,1.0,672.0,0.125,5666.666666666667,0.04726941176470588,63.0,7.0,5.0,1.0,1.0
6000.0,36.0,17.1,214.22,35300.0,15.4,14.0,0.0,15701.0,58.8,20.0,0.0,0.0,0.0,0.0,702.0,0.16997167138810199,2941.6666666666665,0.07282266288951841,34.0,3.0,5.0,0.0,9.0
35000.0,60.0,9.8,740.21,120000.0,20.61,11.0,1.0,8362.0,18.8,30.0,0.0,0.0,2.0,0.0,742.0,0.2916666666666667,10000.0,0.074021,41.0,10.0,5.0,1.0,1.0
6950.0,36.0,16.2,245.03,75000.0,5.41,8.0,1.0,3504.0,62.6,17.0,0.0,1.0,0.0,1.0,672.0,0.09266666666666666,6250.0,0.0392048,25.0,5.0,5.0,2.0,2.0
30000.0,36.0,9.17,956.37,80000.0,11.69,14.0,0.0,7689.0,50.6,32.0,1.0,0.0,0.0,0.0,682.0,0.375,6666.666666666667,0.14345549999999999,46.0,2.0,5.0,1.0,2.0
6000.0,36.0,7.69,187.17,75000.0,12.98,16.0,1.0,13612.0,49.9,31.0,0.0,0.0,1.0,1.0,672.0,0.08,6250.0,0.029947199999999997,47.0,10.0,5.0,1.0,2.0
7000.0,36.0,14.99,242.63,40000.0,18.81,8.0,0.0,11839.0,68.8,8.0,0.0,1.0,0.0,0.0,677.0,0.175,3333.3333333333335,0.07278899999999999,16.0,3.0,5.0,0.0,2.0
10000.0,36.0,9.16,318.75,31200.0,12.54,13.0,0.0,9615.0,20.2,17.0,0.0,0.0,0.0,0.0,757.0,0.32051282051282054,2600.0,0.12259615384615384,30.0,1.0,5.0,0.0,1.0
20000.0,60.0,14.47,470.26,69936.0,21.07,8.0,0.0,17528.0,73.3,18.0,0.0,0.0,0.0,0.0,742.0,0.2859757492564631,5828.0,0.08068977350720659,26.0,0.0,5.0,1.0,2.0
14000.0,36.0,11.53,461.87,53000.0,12.92,9.0,0.0,9938.0,26.0,24.0,0.0,0.0,1.0,0.0,702.0,0.2641509433962264,4416.666666666667,0.10457433962264151,33.0,4.0,4.0,2.0,8.0
22000.0,36.0,5.32,662.53,90000.0,11.75,7.0,0.0,21964.0,46.7,13.0,0.0,0.0,0.0,0.0,782.0,0.24444444444444444,7500.0,0.08833733333333332,20.0,2.0,5.0,0.0,1.0
15000.0,60.0,22.74,420.62,90000.0,19.76,14.0,0.0,15524.0,38.0,30.0,1.0,2.0,1.0,0.0,712.0,0.16666666666666666,7500.0,0.05608266666666667,44.0,10.0,1.0,2.0,2.0
30000.0,60.0,13.11,684.29,82000.0,23.47,11.0,0.0,16345.0,23.9,28.0,0.0,0.0,3.0,0.0,742.0,0.36585365853658536,6833.333333333333,0.10013999999999999,39.0,4.0,1.0,2.0,2.0
25750.0,36.0,11.99,855.15,70000.0,25.18,28.0,0.0,19716.0,20.7,58.0,0.0,1.0,3.0,0.0,727.0,0.3678571428571429,5833.333333333333,0.14659714285714287,86.0,10.0,4.0,0.0,4.0
10000.0,36.0,10.74,326.16,47508.0,10.23,7.0,0.0,12612.0,84.6,12.0,0.0,0.0,1.0,0.0,692.0,0.21049086469647219,3959.0,0.08238444051528164,19.0,3.0,5.0,0.0,2.0
8000.0,36.0,16.55,283.44,103000.0,16.73,19.0,0.0,14377.0,61.2,34.0,1.0,3.0,2.0,0.0,692.0,0.07766990291262135,8583.333333333334,0.033022135922330095,53.0,10.0,1.0,2.0,1.0
25000.0,60.0,8.19,509.19,92300.0,20.09,29.0,0.0,34660.0,44.6,37.0,0.0,1.0,2.0,0.0,727.0,0.27085590465872156,7691.666666666667,0.06620021668472373,66.0,10.0,1.0,1.0,2.0
3600.0,36.0,17.99,130.14,85000.0,6.35,11.0,2.0,8723.0,99.1,16.0,0.0,0.0,1.0,2.0,672.0,0.042352941176470586,7083.333333333333,0.01837270588235294,27.0,10.0,1.0,1.0,2.0
4000.0,36.0,13.49,135.73,80000.0,10.17,5.0,0.0,1156.0,21.4,7.0,0.0,0.0,0.0,0.0,722.0,0.05,6666.666666666667,0.0203595,12.0,10.0,1.0,2.0,8.0
12000.0,60.0,13.99,279.16,94000.0,8.53,10.0,0.0,8712.0,26.1,41.0,0.0,0.0,0.0,0.0,747.0,0.1276595744680851,7833.333333333333,0.035637446808510644,51.0,10.0,5.0,1.0,2.0
27000.0,36.0,7.12,835.17,190000.0,6.43,15.0,0.0,9825.0,37.8,32.0,0.0,0.0,0.0,0.0,737.0,0.14210526315789473,15833.333333333334,0.052747578947368416,47.0,4.0,5.0,1.0,2.0
15000.0,36.0,6.62,460.56,47000.0,26.53,12.0,0.0,8714.0,27.4,26.0,0.0,1.0,1.0,0.0,777.0,0.3191489361702128,3916.6666666666665,0.11758978723404256,38.0,8.0,1.0,2.0,2.0
16000.0,60.0,15.59,385.62,76000.0,30.3,16.0,0.0,29323.0,84.3,33.0,0.0,0.0,1.0,0.0,677.0,0.21052631578947367,6333.333333333333,0.060887368421052634,49.0,10.0,1.0,2.0,2.0
4000.0,36.0,10.49,130.0,48000.0,18.69,9.0,0.0,1869.0,8.0,13.0,0.0,0.0,0.0,0.0,662.0,0.08333333333333333,4000.0,0.0325,22.0,10.0,5.0,0.0,2.0
35000.0,60.0,22.74,981.45,180000.0,16.72,14.0,1.0,41950.0,78.9,33.0,0.0,2.0,0.0,1.0,662.0,0.19444444444444445,15000.0,0.06543,47.0,10.0,4.0,1.0,1.0
